ocr_id,citizen_id,document_type,extracted_data_json,confidence_score
7057,1818,caste_certificate,"{""name"": ""Savita Bai"", ""caste"": ""SC"", ""district"": ""Baloda Bazar"", ""certificate_number"": ""CG/BAL/89232""}",92
7058,1767,caste_certificate,"{""name"": ""Sunil Netam"", ""caste"": ""OBC"", ""district"": ""Durg"", ""certificate_number"": ""CG/DUR/91681""}",81
7059,1863,domicile_certificate,"{""name"": ""Kailash Banjare"", ""dob"": ""1964-12-23"", ""district"": ""Durg"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 37}",98
7060,1119,income_certificate,"{""name"": ""Chandra Shekhar"", ""annual_income"": ""Colony 14"", ""district"": ""Mahasamund"", ""issued_by"": ""Tehsildar Mahasamund"", ""financial_year"": ""2024-25""}",84
7061,1743,income_certificate,"{""name"": ""Savita Bai"", ""annual_income"": ""Baloda Bazar Nagar"", ""district"": ""Baloda Bazar"", ""issued_by"": ""Tehsildar Baloda Bazar"", ""financial_year"": ""2024-25""}",93
7062,1112,domicile_certificate,"{""name"": ""Dilip Nishad 2"", ""dob"": ""1965-03-26"", ""district"": ""Bastar"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 23}",91
7063,1746,income_certificate,"{""name"": ""Bharat Mandavi"", ""annual_income"": ""Village MM"", ""district"": ""Narayanpur"", ""issued_by"": ""Tehsildar Narayanpur"", ""financial_year"": ""2024-25""}",84
7064,1747,aadhaar,"{""name"": ""Dilip Nishad"", ""dob"": ""1974-01-11"", ""aadhar_number"": ""620036385646"", ""address"": ""439, Nehru Nagar, Baloda Bazar"", ""gender"": ""Male""}",86
7065,1235,income_certificate,"{""name"": ""Prakash Pandey 7"", ""annual_income"": ""Village ST"", ""district"": ""Baloda Bazar"", ""issued_by"": ""Tehsildar Baloda Bazar"", ""financial_year"": ""2024-25""}",97
7066,1149,caste_certificate,"{""name"": ""Dinesh Patel 8"", ""caste"": ""ST"", ""district"": ""Bilaspur"", ""certificate_number"": ""CG/BIL/13102""}",75
7067,1219,bank_passbook,"{""name"": ""Vandana Nishad"", ""account_number"": ""331777870757"", ""ifsc"": ""SBIN061660"", ""bank_name"": ""PNB"", ""balance"": 125727}",82
7068,1105,domicile_certificate,"{""name"": ""Chandra Shekhar"", ""dob"": ""1939-12-15"", ""district"": ""Kabirdham"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 31}",99
7069,1836,caste_certificate,"{""name"": ""Virendra Soni"", ""caste"": ""OBC"", ""district"": ""Dantewada"", ""certificate_number"": ""CG/DAN/13984""}",94
7070,1683,caste_certificate,"{""name"": ""Sushila Pandey 2"", ""caste"": ""ST"", ""district"": ""Narayanpur"", ""certificate_number"": ""CG/NAR/15299""}",78
7071,1746,domicile_certificate,"{""name"": ""Bharat Mandavi"", ""dob"": ""1980-06-24"", ""district"": ""Narayanpur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 26}",91
7072,1376,aadhaar,"{""name"": ""Chandra Shekhar"", ""dob"": ""1952-03-16"", ""aadhar_number"": ""334324474175"", ""address"": ""389, Station Road, Bijapur"", ""gender"": ""Male""}",72
7073,1168,bank_passbook,"{""name"": ""Harish Tiwari"", ""account_number"": ""355025593677"", ""ifsc"": ""SBIN076144"", ""bank_name"": ""SBI"", ""balance"": 33183}",70
7074,1359,aadhaar,"{""name"": ""Brijlal Tandon 4"", ""dob"": ""1994-11-07"", ""aadhar_number"": ""070534967827"", ""address"": ""29, Indira Nagar, Bastar"", ""gender"": ""Male""}",74
7075,1725,income_certificate,"{""name"": ""Bharat Mandavi 6"", ""annual_income"": ""Balrampur Nagar"", ""district"": ""Balrampur"", ""issued_by"": ""Tehsildar Balrampur"", ""financial_year"": ""2024-25""}",87
7076,1736,bank_passbook,"{""name"": ""Mohan Thakur"", ""account_number"": ""139350212318"", ""ifsc"": ""SBIN072498"", ""bank_name"": ""Bank of Baroda"", ""balance"": 89738}",88
7077,1366,income_certificate,"{""name"": ""Virendra Soni"", ""annual_income"": ""Colony 12"", ""district"": ""Janjgir-Champa"", ""issued_by"": ""Tehsildar Janjgir-Champa"", ""financial_year"": ""2024-25""}",95
7078,1970,bank_passbook,"{""name"": ""Anil Sharma"", ""account_number"": ""890176498449"", ""ifsc"": ""SBIN027672"", ""bank_name"": ""Canara Bank"", ""balance"": 111100}",85
7079,1494,caste_certificate,"{""name"": ""Pushpa Devi"", ""caste"": ""General"", ""district"": ""Mahasamund"", ""certificate_number"": ""CG/MAH/33928""}",76
7080,1640,income_certificate,"{""name"": ""Sudha Gupta"", ""annual_income"": ""Surajpur Nagar"", ""district"": ""Surajpur"", ""issued_by"": ""Tehsildar Surajpur"", ""financial_year"": ""2024-25""}",80
7081,1716,caste_certificate,"{""name"": ""Harish Tiwari"", ""caste"": ""General"", ""district"": ""Surajpur"", ""certificate_number"": ""CG/SUR/38445""}",99
7082,1771,income_certificate,"{""name"": ""Kailash Banjare"", ""annual_income"": ""Village VO"", ""district"": ""Surguja"", ""issued_by"": ""Tehsildar Surguja"", ""financial_year"": ""2024-25""}",96
7083,1655,domicile_certificate,"{""name"": ""Sanjay Mishra"", ""dob"": ""2001-04-06"", ""district"": ""Balrampur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 17}",93
7084,1807,income_certificate,"{""name"": ""Hema Sinha 7"", ""annual_income"": ""Kondagaon Nagar"", ""district"": ""Kondagaon"", ""issued_by"": ""Tehsildar Kondagaon"", ""financial_year"": ""2024-25""}",92
7085,1452,bank_passbook,"{""name"": ""Geeta Sharma 7"", ""account_number"": ""340360929633"", ""ifsc"": ""SBIN089680"", ""bank_name"": ""Canara Bank"", ""balance"": 50048}",72
7086,1845,caste_certificate,"{""name"": ""Saraswati Patle 4"", ""caste"": ""General"", ""district"": ""Dantewada"", ""certificate_number"": ""CG/DAN/25688""}",71
7087,1013,income_certificate,"{""name"": ""Dinesh Patel"", ""annual_income"": ""Colony 2"", ""district"": ""Surguja"", ""issued_by"": ""Tehsildar Surguja"", ""financial_year"": ""2024-25""}",82
7088,1002,domicile_certificate,"{""name"": ""Hemant Kosare 1"", ""dob"": ""2000-07-12"", ""district"": ""Bemetara"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 33}",94
7089,1170,aadhaar,"{""name"": ""Laxmi Tiwari"", ""dob"": ""1980-12-19"", ""aadhar_number"": ""222064474212"", ""address"": ""787, Gandhi Chowk, Balrampur"", ""gender"": ""Female""}",78
7090,1199,caste_certificate,"{""name"": ""Rani Netam 2"", ""caste"": ""ST"", ""district"": ""Baloda Bazar"", ""certificate_number"": ""CG/BAL/78409""}",82
7091,1980,bank_passbook,"{""name"": ""Ravi Gupta"", ""account_number"": ""966150948932"", ""ifsc"": ""SBIN060155"", ""bank_name"": ""Bank of Baroda"", ""balance"": 57774}",97
7092,1509,aadhaar,"{""name"": ""Nirmala Dhivar"", ""dob"": ""1981-04-29"", ""aadhar_number"": ""942894642036"", ""address"": ""410, Station Road, Raigarh"", ""gender"": ""Female""}",81
7093,1925,caste_certificate,"{""name"": ""Ashok Patle"", ""caste"": ""SC"", ""district"": ""Kabirdham"", ""certificate_number"": ""CG/KAB/72443""}",77
7094,1115,aadhaar,"{""name"": ""Suresh Yadav"", ""dob"": ""2000-08-12"", ""aadhar_number"": ""421689421044"", ""address"": ""19, Main Road, Kabirdham"", ""gender"": ""Male""}",81
7095,1186,aadhaar,"{""name"": ""Manju Tandon"", ""dob"": ""1948-08-15"", ""aadhar_number"": ""512927663723"", ""address"": ""802, Gandhi Chowk, Kondagaon"", ""gender"": ""Female""}",87
7096,1582,bank_passbook,"{""name"": ""Jagdish Porte"", ""account_number"": ""169555042936"", ""ifsc"": ""SBIN082890"", ""bank_name"": ""Canara Bank"", ""balance"": 59191}",70
7097,1682,bank_passbook,"{""name"": ""Pratibha Soni 7"", ""account_number"": ""499381035264"", ""ifsc"": ""SBIN016781"", ""bank_name"": ""Canara Bank"", ""balance"": 55943}",96
7098,1239,domicile_certificate,"{""name"": ""Kanta Yadav 7"", ""dob"": ""1972-02-25"", ""district"": ""Balod"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 33}",97
7099,1850,income_certificate,"{""name"": ""Ashok Patle"", ""annual_income"": ""Ward 9"", ""district"": ""Kanker"", ""issued_by"": ""Tehsildar Kanker"", ""financial_year"": ""2024-25""}",73
7100,1134,bank_passbook,"{""name"": ""Rajesh Verma"", ""account_number"": ""404712912888"", ""ifsc"": ""SBIN021224"", ""bank_name"": ""Bank of Baroda"", ""balance"": 136579}",80
7101,1053,income_certificate,"{""name"": ""Deepak Sinha"", ""annual_income"": ""Village LM"", ""district"": ""Korba"", ""issued_by"": ""Tehsildar Korba"", ""financial_year"": ""2024-25""}",91
7102,1707,domicile_certificate,"{""name"": ""Saraswati Patle"", ""dob"": ""1958-08-05"", ""district"": ""Kanker"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 28}",89
7103,1655,aadhaar,"{""name"": ""Sanjay Mishra"", ""dob"": ""2001-04-06"", ""aadhar_number"": ""286693351588"", ""address"": ""854, Main Road, Balrampur"", ""gender"": ""Male""}",86
7104,1153,domicile_certificate,"{""name"": ""Geeta Sharma 5"", ""dob"": ""1969-04-18"", ""district"": ""Raipur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 39}",92
7105,1019,aadhaar,"{""name"": ""Kiran Banjare"", ""dob"": ""1985-08-29"", ""aadhar_number"": ""419049663193"", ""address"": ""172, Indira Nagar, Raigarh"", ""gender"": ""Female""}",89
7106,1061,domicile_certificate,"{""name"": ""Ramkumar Lahre 1"", ""dob"": ""1974-08-18"", ""district"": ""Kanker"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 14}",75
7107,1029,bank_passbook,"{""name"": ""Naresh Chandel"", ""account_number"": ""790008868152"", ""ifsc"": ""SBIN072598"", ""bank_name"": ""SBI"", ""balance"": 42057}",94
7108,1125,bank_passbook,"{""name"": ""Pushpa Devi"", ""account_number"": ""479156605964"", ""ifsc"": ""SBIN033591"", ""bank_name"": ""PNB"", ""balance"": 85764}",88
7109,1424,aadhaar,"{""name"": ""Chanda Thakur 6"", ""dob"": ""1943-10-06"", ""aadhar_number"": ""090814415298"", ""address"": ""913, Nehru Nagar, Kondagaon"", ""gender"": ""Female""}",74
7110,1241,income_certificate,"{""name"": ""Santosh Dewangan"", ""annual_income"": ""Ward 14"", ""district"": ""Bijapur"", ""issued_by"": ""Tehsildar Bijapur"", ""financial_year"": ""2024-25""}",72
7111,1833,caste_certificate,"{""name"": ""Sushila Pandey 9"", ""caste"": ""OBC"", ""district"": ""Kondagaon"", ""certificate_number"": ""CG/KON/91353""}",99
7112,1799,bank_passbook,"{""name"": ""Durga Mandavi"", ""account_number"": ""892490590924"", ""ifsc"": ""SBIN070890"", ""bank_name"": ""Bank of Baroda"", ""balance"": 31143}",84
7113,1370,domicile_certificate,"{""name"": ""Jagdish Porte"", ""dob"": ""1955-05-05"", ""district"": ""Kabirdham"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 6}",76
7114,1172,income_certificate,"{""name"": ""Hemant Kosare"", ""annual_income"": ""Colony 3"", ""district"": ""Balrampur"", ""issued_by"": ""Tehsildar Balrampur"", ""financial_year"": ""2024-25""}",70
7115,1839,bank_passbook,"{""name"": ""Sunil Netam 9"", ""account_number"": ""690668705201"", ""ifsc"": ""SBIN017430"", ""bank_name"": ""Canara Bank"", ""balance"": 1793}",98
7116,1620,caste_certificate,"{""name"": ""Kamla Sahu"", ""caste"": ""SC"", ""district"": ""Surajpur"", ""certificate_number"": ""CG/SUR/18786""}",84
7117,1345,aadhaar,"{""name"": ""Ashok Patle 9"", ""dob"": ""1964-10-01"", ""aadhar_number"": ""898469081974"", ""address"": ""70, Gandhi Chowk, Raipur"", ""gender"": ""Male""}",75
7118,1978,caste_certificate,"{""name"": ""Mahesh Sahu 3"", ""caste"": ""SC"", ""district"": ""Baloda Bazar"", ""certificate_number"": ""CG/BAL/25959""}",77
7119,1956,aadhaar,"{""name"": ""Saraswati Patle 8"", ""dob"": ""1947-02-21"", ""aadhar_number"": ""375391692809"", ""address"": ""3, Gandhi Chowk, Korba"", ""gender"": ""Female""}",71
7120,1455,bank_passbook,"{""name"": ""Ramkumar Lahre 8"", ""account_number"": ""699685983141"", ""ifsc"": ""SBIN065469"", ""bank_name"": ""Canara Bank"", ""balance"": 92632}",86
7121,1718,domicile_certificate,"{""name"": ""Dilip Nishad"", ""dob"": ""1989-01-10"", ""district"": ""Narayanpur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 25}",80
7122,1700,bank_passbook,"{""name"": ""Durga Mandavi"", ""account_number"": ""108550815020"", ""ifsc"": ""SBIN087031"", ""bank_name"": ""Bank of Baroda"", ""balance"": 26419}",79
7123,1344,aadhaar,"{""name"": ""Mukesh Yadav 1"", ""dob"": ""1967-04-28"", ""aadhar_number"": ""339785598217"", ""address"": ""349, Gandhi Chowk, Sukma"", ""gender"": ""Male""}",79
7124,1634,domicile_certificate,"{""name"": ""Ashok Patle 6"", ""dob"": ""1981-10-13"", ""district"": ""Kanker"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 16}",98
7125,1255,domicile_certificate,"{""name"": ""Kailash Banjare"", ""dob"": ""1952-06-07"", ""district"": ""Surajpur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 31}",89
7126,1299,domicile_certificate,"{""name"": ""Sunil Netam"", ""dob"": ""1975-04-19"", ""district"": ""Jashpur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 13}",84
7127,1183,bank_passbook,"{""name"": ""Rekha Verma 1"", ""account_number"": ""213125644888"", ""ifsc"": ""SBIN080802"", ""bank_name"": ""SBI"", ""balance"": 76506}",94
7128,1707,income_certificate,"{""name"": ""Saraswati Patle"", ""annual_income"": ""Colony 6"", ""district"": ""Kanker"", ""issued_by"": ""Tehsildar Kanker"", ""financial_year"": ""2024-25""}",71
7129,1316,income_certificate,"{""name"": ""Naresh Chandel"", ""annual_income"": ""Raigarh Nagar"", ""district"": ""Raigarh"", ""issued_by"": ""Tehsildar Raigarh"", ""financial_year"": ""2024-25""}",90
7130,1567,caste_certificate,"{""name"": ""Santosh Dewangan 9"", ""caste"": ""OBC"", ""district"": ""Raipur"", ""certificate_number"": ""CG/RAI/96786""}",80
7131,1936,aadhaar,"{""name"": ""Meena Lahre"", ""dob"": ""2004-04-05"", ""aadhar_number"": ""958444202248"", ""address"": ""819, Gandhi Chowk, Bastar"", ""gender"": ""Female""}",91
7132,1978,caste_certificate,"{""name"": ""Mahesh Sahu 3"", ""caste"": ""SC"", ""district"": ""Baloda Bazar"", ""certificate_number"": ""CG/BAL/62607""}",74
7133,1109,domicile_certificate,"{""name"": ""Harish Tiwari 5"", ""dob"": ""2001-10-14"", ""district"": ""Bemetara"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 29}",78
7134,1679,income_certificate,"{""name"": ""Mamta Dewangan"", ""annual_income"": ""Village NR"", ""district"": ""Bemetara"", ""issued_by"": ""Tehsildar Bemetara"", ""financial_year"": ""2024-25""}",99
7135,1303,bank_passbook,"{""name"": ""Rajesh Verma 2"", ""account_number"": ""322779177548"", ""ifsc"": ""SBIN085234"", ""bank_name"": ""Bank of Baroda"", ""balance"": 28949}",83
7136,1803,domicile_certificate,"{""name"": ""Sunil Netam"", ""dob"": ""1941-06-27"", ""district"": ""Korba"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 33}",78
7137,1992,aadhaar,"{""name"": ""Kiran Banjare"", ""dob"": ""1953-08-27"", ""aadhar_number"": ""700623945994"", ""address"": ""988, Gandhi Chowk, Surguja"", ""gender"": ""Female""}",84
7138,1570,bank_passbook,"{""name"": ""Sunil Netam"", ""account_number"": ""562546399306"", ""ifsc"": ""SBIN083877"", ""bank_name"": ""HDFC"", ""balance"": 95346}",87
7139,1323,domicile_certificate,"{""name"": ""Brijlal Tandon 6"", ""dob"": ""1945-05-12"", ""district"": ""Raigarh"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 22}",89
7140,1078,aadhaar,"{""name"": ""Bimla Mishra 9"", ""dob"": ""1956-11-03"", ""aadhar_number"": ""646471543799"", ""address"": ""143, Station Road, Surajpur"", ""gender"": ""Female""}",71
7141,1405,domicile_certificate,"{""name"": ""Mahesh Sahu"", ""dob"": ""1980-07-09"", ""district"": ""Surajpur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 34}",90
7142,1155,domicile_certificate,"{""name"": ""Rani Netam"", ""dob"": ""1957-07-21"", ""district"": ""Bilaspur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 23}",72
7143,1517,domicile_certificate,"{""name"": ""Shanta Markam 8"", ""dob"": ""1994-11-29"", ""district"": ""Mungeli"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 20}",90
7144,1593,domicile_certificate,"{""name"": ""Mohan Thakur 3"", ""dob"": ""1945-07-12"", ""district"": ""Durg"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 39}",89
7145,1915,caste_certificate,"{""name"": ""Umesh Dhruv"", ""caste"": ""ST"", ""district"": ""Janjgir-Champa"", ""certificate_number"": ""CG/JAN/38393""}",84
